"country","iso2c","year","date","violence","violence_y_cum","maj","system","govfrac","pr","liec","single_party","disproportionality","high_prop","polity2","dem_age","gdp_per_capita","women_in_parl","immunity","dom_personal_vote","ethnic_alesina","higher_trust","cw_surv_self_expr","polconiii","polconv","federal","murder_rate","enpv","enps","type_of_conflict","internal_conflict","gini","internal_conflict_lag2","internal_conflict_lead2"
"Andorra","AD","2001",NA,0,0,NA,NA,NA,NA,NA,NA,9.97,0,NA,NA,29.2988442109536,14.3,NA,NA,0.713946,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0
"Andorra","AD","2005",NA,0,0,NA,NA,NA,NA,NA,NA,6.1,1,NA,NA,31.2689667449795,28.6,NA,NA,0.713946,0,1.15798282623291,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0
"Andorra","AD","2009",NA,0,0,NA,NA,NA,NA,NA,NA,8.41,0,NA,NA,NA,35.7,NA,NA,0.713946,0,1.15798282623291,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"Andorra","AD","2011",NA,0,0,NA,NA,NA,NA,NA,NA,17.2,0,NA,NA,NA,50,NA,NA,0.713946,0,1.15798282623291,NA,NA,NA,NA,2.35,1.78,0,0,NA,0,NA
"United Arab Emirates","AE","1980",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,81.9472444775674,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1981",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,79.8019383881056,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1982",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,70.2465514466845,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1983",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,63.6306707543434,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1984",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,62.9781349452754,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1985",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,57.5634410837135,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1986",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,46.218866364985,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1987",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,45.0098454999663,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1988",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,41.2605449279745,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1989",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,43.6926119848198,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1990",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,48.8554637381547,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1991",NA,0,0,100,0,0,NA,2,1,NA,NA,NA,NA,46.6542396755438,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1992",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,45.7004384776975,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1993",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,43.9169592449208,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1994",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,44.6107106552982,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1995",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,45.2788005865978,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1996",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,45.4903361744494,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1997",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,46.6094849528244,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1998",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,44.2923496752732,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","1999",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,43.3703076458383,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2000",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,45.9689998216101,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2001",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,45.0383380917655,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2002",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,44.8197575342327,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2003",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,46.6613888790427,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,1.3,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2004",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,47.0811580731954,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,0.7,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2005",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,43.5338917822307,0,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,1.4,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2006",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,40.6890046019692,5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,0.8,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2007",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,35.3096419617861,22.5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2008",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,31.0703563797185,22.5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2009",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,25.9332439811321,22.5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2010",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,24.0992278944828,22.5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,0
"United Arab Emirates","AE","2011",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,23.9070755761737,17.5,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,NA
"United Arab Emirates","AE","2012",NA,0,0,100,0,0.512820541858673,NA,2,0,NA,NA,NA,NA,24.2627459890135,NA,1,NA,0.6252,NA,NA,0,0.666700005531311,NA,NA,NA,NA,0,0,NA,0,NA
"Afghanistan","AF","1980",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,0,1
"Afghanistan","AF","1981",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,0,1
"Afghanistan","AF","1982",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1983",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1984",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1985",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1986",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1987",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1988",NA,0,0,100,0,0,NA,3.5,1,NA,NA,NA,NA,NA,3.70000004768372,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1989",NA,0,0,100,0,0.90353125333786,NA,1,0,NA,NA,-8,NA,NA,3.70000004768372,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","1990",NA,0,0,100,0,0.90353125333786,NA,1,0,NA,NA,-8,0,NA,3.70000004768372,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1991",NA,0,0,100,0,0.90353125333786,NA,1,0,NA,NA,-8,0,NA,3.70000004768372,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1992",NA,0,0,100,0,0.90353125333786,NA,1,0,NA,NA,0,0,NA,-88,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1993",NA,0,0,100,0,0.559966742992401,NA,1,0,NA,NA,0,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1994",NA,0,0,100,0,0.559966742992401,NA,1,0,NA,NA,0,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1995",NA,0,0,100,0,0.559966742992401,NA,1,0,NA,NA,0,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1996",NA,0,0,100,0,0.559966742992401,NA,1,0,NA,NA,-7,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1997",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,-7,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1998",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,-7,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","1999",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,-7,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,1
"Afghanistan","AF","2000",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,-7,0,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,1,0
"Afghanistan","AF","2001",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","2002",NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.231972528453462,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,1,1
"Afghanistan","AF","2003",NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.241621317928171,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","2004",NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0.234996625088837,NA,1,NA,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,0,1
"Afghanistan","AF","2005",NA,0,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,0.252407892506985,27.3,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","2006","2006-05-08",1,1,NA,0,NA,0,4,NA,NA,NA,NA,NA,0.258418692219444,27.3,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,NA,1,1
"Afghanistan","AF","2007",NA,0,0,NA,0,NA,0,4,NA,NA,NA,NA,NA,0.285917091367514,27.7,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,29,1,1
"Afghanistan","AF","2008",NA,0,0,NA,0,NA,0,4,NA,NA,NA,NA,NA,0.288758199705311,27.7,1,13,0.769344584540685,NA,NA,0,0,NA,2.4,NA,NA,4,1,27.8,1,1
"Afghanistan","AF","2009",NA,0,0,NA,0,NA,0,4,NA,NA,NA,NA,NA,0.340931426719635,27.3,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,27.8,1,1
"Afghanistan","AF","2010",NA,0,0,NA,0,NA,0,4,NA,NA,NA,NA,NA,0.360705615156804,27.7,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,27.8,1,1
"Afghanistan","AF","2011","2011-07-06",1,1,NA,0,NA,0,7,NA,NA,NA,NA,NA,0.3734516770642,27.7,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,27.8,1,1
"Afghanistan","AF","2012",NA,0,0,NA,0,NA,0,7,NA,NA,NA,NA,NA,0.417055042346543,NA,1,13,0.769344584540685,NA,NA,0,0,NA,NA,NA,NA,4,1,27.8,1,NA
"Antigua and Barbuda","AG","1980",NA,0,0,NA,NA,NA,NA,NA,NA,20.35,0,NA,NA,4.72085423829522,NA,NA,NA,0.164256,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0
"Antigua and Barbuda","AG","1984",NA,0,0,NA,NA,NA,NA,NA,NA,24.97,0,NA,NA,5.945397357029,0,NA,10,0.164256,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0
"Antigua and Barbuda","AG","1989",NA,0,0,NA,NA,NA,NA,NA,NA,24.99,0,NA,NA,9.42704035655664,0,NA,10,0.164256,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Antigua and Barbuda","AG","1994",NA,0,0,NA,NA,NA,NA,NA,NA,12.85,0,NA,NA,10.3793941346044,5.30000019073486,NA,10,0.164256,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Antigua and Barbuda","AG","1999",NA,0,0,NA,NA,NA,NA,NA,NA,19.64,0,NA,NA,10.5939612896663,NA,NA,10,0.164256,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Antigua and Barbuda","AG","2004",NA,0,0,NA,NA,NA,NA,NA,NA,17.19,0,NA,NA,11.5051855252744,10.5,NA,10,0.164256,NA,NA,NA,NA,NA,4.8,NA,NA,0,0,NA,0,NA
"Antigua and Barbuda","AG","2009",NA,0,0,NA,NA,NA,NA,NA,NA,5.59,1,NA,NA,12.6297135630604,10.5,NA,10,0.164256,NA,NA,NA,NA,NA,18.2,NA,NA,0,0,NA,0,NA
"Albania","AL","1980",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.85302236308214,32.4000015258789,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1981",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.92063263613708,32.4000015258789,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1982",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.93591780029539,30.3999996185303,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1983",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.91623334612511,30.3999996185303,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1984",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.85285398181427,30.3999996185303,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1985",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.84746967430773,30.3999996185303,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1986",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.91424933962452,30.3999996185303,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1987",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.86161712345383,28.7999992370605,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1988",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.80088144860777,28.7999992370605,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1989",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,-9,0,1.92556758823096,28.7999992370605,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1990",NA,0,0,100,1,1.11022302462516e-16,NA,3,0,NA,NA,1,0,1.71013690966155,28.7999992370605,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1991",NA,0,0,100,1,0,NA,3,1,NA,NA,1,0,1.21140504011732,3.59999990463257,1,NA,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1992",NA,0,0,100,2,0.42852771282196,1,7,0,NA,NA,5,0,1.13102203232742,5.69999980926514,1,10,0.220426,0,1.32594454288483,0,0,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1993",NA,0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,1.24718688593602,5.69999980926514,1,10,0.220426,0,1.32594454288483,0.333350002765656,0.333350002765656,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1994",NA,0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,1.3590206050298,5.69999980926514,1,10,0.220426,0,1.32594454288483,0.333350002765656,0.733364999294281,NA,NA,NA,NA,0,0,NA,0,0
"Albania","AL","1995",NA,0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,5,0,1.54931099921582,5.69999980926514,1,10,0.220426,0,1.32594454288483,0.333350002765656,0.733364999294281,NA,6.7,NA,NA,0,0,NA,0,0
"Albania","AL","1996",NA,0,0,70.714282989502,2,0.132756128907204,1,7,0,NA,NA,0,0,1.7008364105576,12.1000003814697,1,10,0.220426,0,1.32594454288483,0.333350002765656,0.733364999294281,NA,8,NA,NA,0,0,28,0,0
"Albania","AL","1997",NA,0,0,89.2857134342194,2,0.0472258068621159,1,7,0,NA,NA,5,0,1.5369335446457,NA,1,10,0.220426,0,1.32594454288483,0.333350002765656,0.333350002765656,NA,49.9,NA,NA,0,0,29.1,0,0
"Albania","AL","1998",NA,0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,1.74305933107199,NA,1,10,0.220426,0,1.32594454288483,0.360018014907837,0.360018014907837,NA,18.6,NA,NA,0,0,29.1,0,0
"Albania","AL","1999",NA,0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,1.93130161186098,5.2,1,10,0.220426,0,1.15071797370911,0.360018014907837,0.360018014907837,NA,16.1,NA,NA,0,0,29.1,0,0
"Albania","AL","2000",NA,0,0,75.8169949054718,2,0.237668663263321,1,7,0,NA,NA,5,0,2.08553667059788,5.2,1,10,0.220426,0,1.15071797370911,0.360018014907837,0.360018014907837,NA,9,NA,NA,0,0,29.1,0,0
"Albania","AL","2001",NA,0,0,75.8169949054718,2,0.237871065735817,1,7,0,8.12,0,5,0,2.24967000866553,5.7,1,10,0.220426,0,1.15071797370911,0.360018014907837,0.360018014907837,NA,6.8,NA,NA,0,0,29.1,0,0
"Albania","AL","2002",NA,0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,1,2.32453292833209,5.7,1,10,0.220426,0,1.15071797370911,0.413354009389877,0.413354009389877,NA,7.5,NA,NA,0,0,28.15,0,0
"Albania","AL","2003",NA,0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,2,2.47142202364029,5.7,1,10,0.220426,0,1.15071797370911,0.413354009389877,0.413354009389877,NA,4.6,NA,NA,0,0,28.15,0,0
"Albania","AL","2004",NA,0,0,59.2857122421265,2,0.224213927984238,1,7,0,8.12,0,7,3,2.63380104288024,6.4,1,10,0.220426,0,1.15071797370911,0.413354009389877,0.413354009389877,NA,3.8,NA,NA,0,0,31.1,0,0
"Albania","AL","2005",NA,0,0,59.2857122421265,2,0.224213927984238,1,7,0,30.21,0,9,4,2.79894951687545,7.1,1,10,0.220426,0,1.15071797370911,0.413354009389877,0.413354009389877,NA,4.2,NA,NA,0,0,33,0,0
"Albania","AL","2006",NA,0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,5,2.96335089131796,7.1,1,10,0.220426,0,1.15071797370911,0.493358016014099,0.493358016014099,NA,2.8,NA,NA,0,0,33,0,0
"Albania","AL","2007",NA,0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,6,3.16716110619725,7.1,1,10,0.220426,0,1.15071797370911,0.493358016014099,0.493358016014099,NA,3.3,NA,NA,0,0,33,0,0
"Albania","AL","2008",NA,0,0,55.0000011920929,2,0.450786054134369,1,7,0,30.21,0,9,7,3.43896545449737,7.1,1,10,0.220426,0,1.15071797370911,0.493358016014099,0.493358016014099,NA,2.9,NA,NA,0,0,34.5,0,0
"Albania","AL","2009",NA,0,0,55.0000011920929,2,0.450786054134369,1,7,0,7.6,0,9,8,3.58913635652998,16.4,1,10,0.220426,0,1.15071797370911,0.493358016014099,0.493358016014099,NA,2.7,NA,NA,0,0,34.5,0,0
"Albania","AL","2010",NA,0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,9,3.7581835396157,16.4,1,10,0.220426,0,1.15071797370911,0.386685997247696,0.386685997247696,NA,4,NA,NA,0,0,34.5,0,0
"Albania","AL","2011",NA,0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,10,3.89107721450101,15.7,1,10,0.220426,0,1.15071797370911,0.386685997247696,0.386685997247696,NA,NA,NA,NA,0,0,34.5,0,0
"Albania","AL","2012",NA,0,0,54.1666686534882,2,0.237429231405258,1,7,0,7.6,0,9,11,3.99328990399492,NA,1,10,0.220426,0,1.15071797370911,0.386685997247696,0.386685997247696,NA,NA,NA,NA,0,0,34.5,0,NA
"Armenia","AM","1980",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1981",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1982",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1983",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1984",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1985",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0
"Armenia","AM","1986",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.9,0,0
"Armenia","AM","1987",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.9,0,0
"Armenia","AM","1988",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,0,0
"Armenia","AM","1989",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.85,0,0
"Armenia","AM","1990",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14630040444726,NA,0,NA,0.127154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.9,0,0
"Armenia","AM","1991",NA,0,0,100,0,0,NA,4,1,NA,NA,7,1,1.0216318040749,3.70000004768372,0,NA,0.127154,0,1.22981655597687,NA,NA,NA,NA,NA,NA,0,0,29.6,0,0
"Armenia","AM","1992",NA,0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,2,0.605348153342542,3.70000004768372,0,NA,0.127154,0,1.22981655597687,NA,NA,NA,NA,NA,NA,0,0,35.5,0,0
"Armenia","AM","1993",NA,0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,3,0.565155657508355,3.70000004768372,0,NA,0.127154,0,1.22981655597687,0,NA,NA,NA,NA,NA,0,0,36.6,0,0
"Armenia","AM","1994",NA,0,0,44.8979586362839,0,0,NA,6.5,1,NA,NA,7,4,0.610109919859708,3.70000004768372,0,NA,0.127154,0,1.22981655597687,0,NA,NA,NA,NA,NA,0,0,32.1,0,0
